"probe_accuracy","probe_rt","probe_attribute","cue_dimensionality","probe_leftrightwin","cue_color","cue_direction","cue_size","cue_luminance","subj_idx"
1,0.8857,"3","4",1,1,1,1,1,"1227"
1,0.99026,"3","4",2,1,1,1,1,"1227"
0,1.5505,"4","4",1,1,1,1,1,"1227"
1,1.1944,"4","4",2,1,1,1,1,"1227"
1,1.0785,"2","4",2,1,1,1,1,"1227"
1,0.85337,"1","4",1,1,1,1,1,"1227"
1,0.66326,"1","4",2,1,1,1,1,"1227"
1,1.1951,"2","2",1,1,1,1,1,"1227"
0,1.2301,"3","2",1,1,1,1,1,"1227"
1,0.71993,"3","2",1,1,1,1,1,"1227"
1,0.71399,"2","2",1,1,1,1,1,"1227"
1,1.1762,"3","2",2,1,1,1,1,"1227"
0,0.86687,"3","2",2,1,1,1,1,"1227"
1,0.70681,"2","2",2,1,1,1,1,"1227"
1,0.80674,"2","2",1,1,1,1,1,"1227"
1,0.42058,"2","1",1,1,1,1,1,"1227"
1,0.60057,"2","1",1,1,1,1,1,"1227"
1,0.57945,"2","1",2,1,1,1,1,"1227"
1,0.43448,"2","1",2,1,1,1,1,"1227"
1,0.54932,"2","1",2,1,1,1,1,"1227"
1,0.41463,"2","1",1,1,1,1,1,"1227"
1,0.40132,"2","1",1,1,1,1,1,"1227"
1,0.31717,"2","1",2,1,1,1,1,"1227"
1,0.75239,"2","3",2,1,1,1,1,"1227"
1,0.68999,"2","3",2,1,1,1,1,"1227"
1,1.1569,"2","3",2,1,1,1,1,"1227"
1,1.3088,"1","3",2,1,1,1,1,"1227"
1,0.6068,"3","3",1,1,1,1,1,"1227"
1,0.97263,"1","3",1,1,1,1,1,"1227"
0,1.4909,"1","3",1,1,1,1,1,"1227"
1,1.3347,"3","3",2,1,1,1,1,"1227"
1,0.30513,"1","1",2,1,1,1,1,"1228"
1,0.25911,"1","1",2,1,1,1,1,"1228"
1,0.32198,"1","1",2,1,1,1,1,"1228"
0,0.41191,"1","1",1,1,1,1,1,"1228"
1,0.24583,"1","1",2,1,1,1,1,"1228"
1,0.29781,"1","1",1,1,1,1,1,"1228"
1,0.2567,"1","1",1,1,1,1,1,"1228"
1,0.63663,"1","1",1,1,1,1,1,"1228"
1,0.77251,"2","3",2,1,1,1,1,"1228"
0,0.65448,"3","3",1,1,1,1,1,"1228"
1,0.45438,"1","3",1,1,1,1,1,"1228"
1,0.35933,"2","3",1,1,1,1,1,"1228"
1,0.45025,"2","3",1,1,1,1,1,"1228"
1,0.47318,"2","3",1,1,1,1,1,"1228"
0,0.54284,"1","3",1,1,1,1,1,"1228"
1,0.47609,"3","3",2,1,1,1,1,"1228"
0,0.63498,"2","2",2,1,1,1,1,"1228"
1,0.61086,"1","2",1,1,1,1,1,"1228"
0,0.28283,"2","2",1,1,1,1,1,"1228"
1,0.44275,"1","2",2,1,1,1,1,"1228"
1,0.44066,"1","2",2,1,1,1,1,"1228"
1,0.44229,"2","2",2,1,1,1,1,"1228"
1,0.33859,"2","2",1,1,1,1,1,"1228"
1,0.41848,"1","2",1,1,1,1,1,"1228"
1,0.47338,"1","4",1,1,1,1,1,"1228"
1,0.37229,"2","4",2,1,1,1,1,"1228"
0,0.36432,"1","4",2,1,1,1,1,"1228"
1,0.47317,"1","4",1,1,1,1,1,"1228"
0,0.41811,"3","4",2,1,1,1,1,"1228"
1,0.68108,"4","4",1,1,1,1,1,"1228"
1,0.43102,"2","4",2,1,1,1,1,"1228"
1,0.54794,"2","4",1,1,1,1,1,"1228"
1,0.32782,"1","2",2,1,1,1,1,"1228"
0,0.78676,"4","2",2,1,1,1,1,"1228"
1,0.49683,"4","2",1,1,1,1,1,"1228"
0,0.42063,"1","2",1,1,1,1,1,"1228"
1,0.36255,"1","2",2,1,1,1,1,"1228"
1,0.21955,"4","2",2,1,1,1,1,"1228"
0,0.60942,"4","2",2,1,1,1,1,"1228"
1,0.23065,"1","2",1,1,1,1,1,"1228"
0,0.2136,"3","1",2,1,1,1,1,"1228"
0,0.22657,"3","1",2,1,1,1,1,"1228"
1,0.26541,"3","1",1,1,1,1,1,"1228"
1,0.24543,"3","1",1,1,1,1,1,"1228"
1,0.28722,"3","1",1,1,1,1,1,"1228"
1,0.23727,"3","1",2,1,1,1,1,"1228"
1,0.25117,"3","1",1,1,1,1,1,"1228"
1,0.262,"3","1",1,1,1,1,1,"1228"
1,0.33496,"1","4",1,1,1,1,1,"1228"
1,0.46091,"3","4",2,1,1,1,1,"1228"
1,0.27292,"3","4",1,1,1,1,1,"1228"
0,0.49978,"3","4",1,1,1,1,1,"1228"
1,0.48476,"2","4",1,1,1,1,1,"1228"
1,0.88358,"4","4",2,1,1,1,1,"1228"
0,0.54158,"4","4",2,1,1,1,1,"1228"
1,0.49351,"4","4",1,1,1,1,1,"1228"
1,0.55738,"3","3",1,1,1,1,1,"1228"
0,0.57933,"3","3",2,1,1,1,1,"1228"
1,0.60631,"1","3",2,1,1,1,1,"1228"
1,0.4382,"2","3",2,1,1,1,1,"1228"
1,0.43018,"2","3",2,1,1,1,1,"1228"
0,0.40701,"2","3",2,1,1,1,1,"1228"
1,0.39906,"2","3",1,1,1,1,1,"1228"
1,0.27499,"1","3",2,1,1,1,1,"1228"
1,0.39116,"3","2",1,1,1,1,1,"1228"
1,0.28308,"3","2",1,1,1,1,1,"1228"
1,0.27289,"4","2",1,1,1,1,1,"1228"
1,0.25694,"4","2",2,1,1,1,1,"1228"
1,0.50382,"4","2",1,1,1,1,1,"1228"
1,0.54271,"3","2",2,1,1,1,1,"1228"
1,0.54073,"4","2",2,1,1,1,1,"1228"
0,0.27969,"3","2",1,1,1,1,1,"1228"
1,0.2836,"1","3",2,1,1,1,1,"1228"
0,0.52249,"4","3",2,1,1,1,1,"1228"
0,0.47941,"3","3",2,1,1,1,1,"1228"
1,0.46435,"1","3",1,1,1,1,1,"1228"
0,0.50529,"4","3",2,1,1,1,1,"1228"
0,0.45523,"4","3",1,1,1,1,1,"1228"
0,0.7581,"4","3",2,1,1,1,1,"1228"
1,0.23805,"4","3",1,1,1,1,1,"1228"
1,0.26792,"3","1",1,1,1,1,1,"1228"
0,0.2159,"3","1",2,1,1,1,1,"1228"
1,0.26494,"3","1",1,1,1,1,1,"1228"
1,0.29278,"3","1",2,1,1,1,1,"1228"
1,0.24268,"3","1",1,1,1,1,1,"1228"
1,0.28255,"3","1",2,1,1,1,1,"1228"
1,0.23754,"3","1",2,1,1,1,1,"1228"
1,0.44447,"3","1",2,1,1,1,1,"1228"
0,0.4434,"2","4",2,1,1,1,1,"1228"
1,0.53826,"2","4",1,1,1,1,1,"1228"
1,0.27027,"2","4",2,1,1,1,1,"1228"
0,0.31613,"1","4",2,1,1,1,1,"1228"
1,0.30115,"3","4",1,1,1,1,1,"1228"
1,0.39837,"1","4",1,1,1,1,1,"1228"
0,0.6153,"4","4",1,1,1,1,1,"1228"
0,0.28521,"4","4",2,1,1,1,1,"1228"
1,0.34813,"2","3",1,1,1,1,1,"1228"
0,0.22309,"3","3",2,1,1,1,1,"1228"
1,0.39904,"3","3",1,1,1,1,1,"1228"
0,0.23597,"4","3",2,1,1,1,1,"1228"
0,0.43887,"3","3",1,1,1,1,1,"1228"
1,0.31675,"3","3",2,1,1,1,1,"1228"
1,0.32182,"3","3",1,1,1,1,1,"1228"
1,0.80862,"4","3",2,1,1,1,1,"1228"
1,0.41862,"1","4",1,1,1,1,1,"1228"
0,0.26758,"3","4",2,1,1,1,1,"1228"
0,0.42039,"3","4",2,1,1,1,1,"1228"
1,0.5119,"3","4",1,1,1,1,1,"1228"
1,0.38228,"4","4",1,1,1,1,1,"1228"
0,0.60926,"4","4",1,1,1,1,1,"1228"
1,0.25728,"2","4",1,1,1,1,1,"1228"
1,0.29011,"1","4",1,1,1,1,1,"1228"
1,0.15507,"2","1",2,1,1,1,1,"1228"
1,0.28295,"2","1",1,1,1,1,1,"1228"
1,0.74792,"2","1",2,1,1,1,1,"1228"
1,0.22577,"2","1",1,1,1,1,1,"1228"
0,0.43773,"2","1",1,1,1,1,1,"1228"
1,0.39965,"2","1",2,1,1,1,1,"1228"
1,0.32458,"2","1",1,1,1,1,1,"1228"
1,0.28268,"2","1",2,1,1,1,1,"1228"
1,0.2644,"1","2",1,1,1,1,1,"1228"
1,0.29842,"1","2",2,1,1,1,1,"1228"
1,0.41434,"2","2",1,1,1,1,1,"1228"
0,0.24625,"2","2",2,1,1,1,1,"1228"
1,0.69421,"2","2",2,1,1,1,1,"1228"
1,0.29112,"1","2",2,1,1,1,1,"1228"
1,0.33406,"1","2",1,1,1,1,1,"1228"
1,0.26799,"2","2",2,1,1,1,1,"1228"
1,0.25859,"1","4",2,1,1,1,1,"1228"
0,0.61147,"2","4",2,1,1,1,1,"1228"
0,0.41641,"4","4",2,1,1,1,1,"1228"
0,0.2483,"4","4",2,1,1,1,1,"1228"
1,0.50927,"1","4",2,1,1,1,1,"1228"
0,0.31322,"3","4",2,1,1,1,1,"1228"
0,0.22411,"3","4",2,1,1,1,1,"1228"
1,0.41904,"3","4",1,1,1,1,1,"1228"
1,0.34001,"1","3",2,1,1,1,1,"1228"
1,0.49889,"1","3",1,1,1,1,1,"1228"
1,0.3139,"4","3",1,1,1,1,1,"1228"
0,0.25992,"4","3",1,1,1,1,1,"1228"
1,0.37775,"1","3",1,1,1,1,1,"1228"
0,0.42673,"1","3",1,1,1,1,1,"1228"
1,0.26358,"1","3",2,1,1,1,1,"1228"
0,0.31118,"2","3",2,1,1,1,1,"1228"
0,0.32324,"1","2",2,1,1,1,1,"1228"
1,0.3873,"1","2",1,1,1,1,1,"1228"
1,0.22734,"3","2",2,1,1,1,1,"1228"
1,0.33526,"3","2",2,1,1,1,1,"1228"
1,1.5012,"3","2",2,1,1,1,1,"1228"
1,0.26208,"1","2",1,1,1,1,1,"1228"
1,0.26304,"3","2",1,1,1,1,1,"1228"
1,0.2719,"1","2",2,1,1,1,1,"1228"
1,0.26284,"1","1",2,1,1,1,1,"1228"
1,0.22575,"1","1",1,1,1,1,1,"1228"
1,0.24669,"1","1",2,1,1,1,1,"1228"
1,0.29959,"1","1",1,1,1,1,1,"1228"
1,0.24261,"1","1",2,1,1,1,1,"1228"
1,0.42554,"1","1",2,1,1,1,1,"1228"
1,0.2384,"1","1",1,1,1,1,1,"1228"
1,0.2924,"1","1",1,1,1,1,1,"1228"
1,0.26735,"2","2",2,1,1,1,1,"1228"
1,0.27219,"2","2",1,1,1,1,1,"1228"
0,0.32116,"4","2",1,1,1,1,1,"1228"
1,0.28206,"4","2",2,1,1,1,1,"1228"
0,0.38895,"4","2",1,1,1,1,1,"1228"
1,0.25993,"2","2",1,1,1,1,1,"1228"
1,0.46911,"4","2",1,1,1,1,1,"1228"
1,0.44575,"2","2",1,1,1,1,1,"1228"
0,0.50661,"4","3",1,1,1,1,1,"1228"
0,0.28566,"2","3",2,1,1,1,1,"1228"
0,0.42358,"2","3",2,1,1,1,1,"1228"
1,0.39951,"1","3",2,1,1,1,1,"1228"
1,0.37846,"1","3",2,1,1,1,1,"1228"
1,0.31131,"2","3",2,1,1,1,1,"1228"
0,0.60525,"4","3",2,1,1,1,1,"1228"
1,0.37215,"1","3",2,1,1,1,1,"1228"
1,0.44706,"4","4",1,1,1,1,1,"1228"
1,0.47413,"4","4",2,1,1,1,1,"1228"
1,0.27998,"3","4",1,1,1,1,1,"1228"
0,0.30591,"1","4",2,1,1,1,1,"1228"
1,0.49089,"2","4",1,1,1,1,1,"1228"
0,0.68378,"2","4",1,1,1,1,1,"1228"
1,0.38275,"2","4",2,1,1,1,1,"1228"
0,0.46861,"1","4",1,1,1,1,1,"1228"
1,0.28155,"4","1",2,1,1,1,1,"1228"
1,0.34242,"4","1",2,1,1,1,1,"1228"
0,0.44449,"4","1",1,1,1,1,1,"1228"
0,0.27528,"4","1",1,1,1,1,1,"1228"
1,0.26132,"4","1",2,1,1,1,1,"1228"
1,0.31926,"4","1",2,1,1,1,1,"1228"
1,0.35414,"4","1",2,1,1,1,1,"1228"
1,0.27913,"4","1",2,1,1,1,1,"1228"
1,0.36655,"4","1",2,1,1,1,1,"1233"
1,0.34149,"4","1",2,1,1,1,1,"1233"
1,0.33642,"4","1",1,1,1,1,1,"1233"
1,0.27427,"4","1",2,1,1,1,1,"1233"
1,0.3183,"4","1",1,1,1,1,1,"1233"
1,0.31723,"4","1",2,1,1,1,1,"1233"
0,0.41115,"4","1",1,1,1,1,1,"1233"
1,0.42309,"4","1",2,1,1,1,1,"1233"
1,1.1,"2","4",1,1,1,1,1,"1233"
1,1.2359,"3","4",2,1,1,1,1,"1233"
1,0.88583,"3","4",1,1,1,1,1,"1233"
0,1.0678,"3","4",1,1,1,1,1,"1233"
1,0.8177,"1","4",1,1,1,1,1,"1233"
1,1.1126,"4","4",2,1,1,1,1,"1233"
0,0.88656,"4","4",1,1,1,1,1,"1233"
1,1.3655,"1","4",2,1,1,1,1,"1233"
1,0.90968,"3","2",2,1,1,1,1,"1233"
1,0.57732,"3","2",2,1,1,1,1,"1233"
0,0.59822,"3","2",1,1,1,1,1,"1233"
0,0.86919,"4","2",1,1,1,1,1,"1233"
1,1.1851,"4","2",2,1,1,1,1,"1233"
1,0.60396,"3","2",1,1,1,1,1,"1233"
1,0.65201,"4","2",1,1,1,1,1,"1233"
1,1.0169,"4","2",2,1,1,1,1,"1233"
1,0.85177,"4","3",1,1,1,1,1,"1233"
1,1.0287,"4","3",2,1,1,1,1,"1233"
1,0.97367,"4","3",2,1,1,1,1,"1233"
1,0.62662,"3","3",1,1,1,1,1,"1233"
1,1.1565,"1","3",2,1,1,1,1,"1233"
0,1.2135,"4","3",1,1,1,1,1,"1233"
0,1.2704,"4","3",1,1,1,1,1,"1233"
1,0.96135,"1","3",2,1,1,1,1,"1233"
1,0.65824,"2","2",2,1,1,1,1,"1233"
1,1.1391,"3","2",2,1,1,1,1,"1233"
1,0.79006,"2","2",1,1,1,1,1,"1233"
1,0.73203,"2","2",1,1,1,1,1,"1233"
1,0.70698,"3","2",2,1,1,1,1,"1233"
1,1.0519,"3","2",1,1,1,1,1,"1233"
1,0.60881,"3","2",2,1,1,1,1,"1233"
1,0.55074,"2","2",2,1,1,1,1,"1233"
0,0.95857,"4","1",1,1,1,1,1,"1233"
0,0.68354,"4","1",1,1,1,1,1,"1233"
1,0.44049,"4","1",2,1,1,1,1,"1233"
1,0.52346,"4","1",1,1,1,1,1,"1233"
1,0.3814,"4","1",1,1,1,1,1,"1233"
1,0.42233,"4","1",2,1,1,1,1,"1233"
1,0.47426,"4","1",1,1,1,1,1,"1233"
1,0.5212,"4","1",2,1,1,1,1,"1233"
1,0.88607,"3","3",2,1,1,1,1,"1233"
1,0.97,"3","3",1,1,1,1,1,"1233"
1,0.51395,"2","3",1,1,1,1,1,"1233"
1,1.0388,"1","3",2,1,1,1,1,"1233"
1,0.58572,"1","3",1,1,1,1,1,"1233"
1,0.79074,"2","3",1,1,1,1,1,"1233"
1,0.68064,"2","3",1,1,1,1,1,"1233"
1,0.82353,"2","3",1,1,1,1,1,"1233"
1,0.86945,"1","4",2,1,1,1,1,"1233"
1,0.72044,"4","4",2,1,1,1,1,"1233"
1,0.92136,"4","4",2,1,1,1,1,"1233"
1,1.0196,"1","4",1,1,1,1,1,"1233"
1,0.84656,"2","4",2,1,1,1,1,"1233"
1,0.6445,"2","4",1,1,1,1,1,"1233"
1,0.56743,"2","4",1,1,1,1,1,"1233"
1,1.2763,"3","4",1,1,1,1,1,"1233"
1,0.60765,"2","3",2,1,1,1,1,"1233"
1,0.50059,"3","3",1,1,1,1,1,"1233"
1,0.78484,"1","3",1,1,1,1,1,"1233"
1,0.64541,"2","3",2,1,1,1,1,"1233"
1,0.5834,"2","3",2,1,1,1,1,"1233"
1,0.45433,"2","3",1,1,1,1,1,"1233"
1,0.60226,"1","3",1,1,1,1,1,"1233"
1,0.62915,"3","3",1,1,1,1,1,"1233"
1,0.65607,"2","4",2,1,1,1,1,"1233"
1,0.54701,"2","4",1,1,1,1,1,"1233"
1,0.93295,"4","4",2,1,1,1,1,"1233"
1,0.50089,"4","4",1,1,1,1,1,"1233"
1,0.76082,"3","4",1,1,1,1,1,"1233"
1,0.68971,"3","4",1,1,1,1,1,"1233"
1,0.65956,"3","4",2,1,1,1,1,"1233"
1,1.1776,"1","4",2,1,1,1,1,"1233"
1,0.31147,"3","1",2,1,1,1,1,"1233"
1,0.40044,"3","1",2,1,1,1,1,"1233"
1,0.33038,"3","1",1,1,1,1,1,"1233"
1,0.42031,"3","1",1,1,1,1,1,"1233"
1,0.34423,"3","1",2,1,1,1,1,"1233"
1,0.37218,"3","1",1,1,1,1,1,"1233"
1,0.29407,"3","1",1,1,1,1,1,"1233"
1,0.36801,"3","1",1,1,1,1,1,"1233"
1,0.63389,"2","2",1,1,1,1,1,"1233"
1,0.46382,"1","2",1,1,1,1,1,"1233"
1,0.40076,"1","2",2,1,1,1,1,"1233"
1,0.56673,"2","2",1,1,1,1,1,"1233"
1,0.61458,"2","2",2,1,1,1,1,"1233"
1,0.49562,"1","2",2,1,1,1,1,"1233"
1,0.56553,"2","2",2,1,1,1,1,"1233"
1,0.41543,"1","2",2,1,1,1,1,"1233"
1,0.64535,"4","4",2,1,1,1,1,"1233"
1,0.70229,"2","4",1,1,1,1,1,"1233"
1,0.52318,"2","4",2,1,1,1,1,"1233"
1,0.81311,"1","4",1,1,1,1,1,"1233"
1,0.70105,"3","4",1,1,1,1,1,"1233"
1,0.90302,"1","4",1,1,1,1,1,"1233"
0,0.97395,"1","4",2,1,1,1,1,"1233"
0,0.93188,"4","4",1,1,1,1,1,"1233"
1,0.64177,"1","2",1,1,1,1,1,"1233"
1,0.74969,"1","2",1,1,1,1,1,"1233"
1,0.43899,"3","2",1,1,1,1,1,"1233"
1,0.54891,"3","2",2,1,1,1,1,"1233"
0,0.55677,"3","2",1,1,1,1,1,"1233"
0,0.83273,"1","2",1,1,1,1,1,"1233"
1,0.73667,"3","2",1,1,1,1,1,"1233"
0,0.51265,"1","2",1,1,1,1,1,"1233"
1,0.34343,"3","1",2,1,1,1,1,"1233"
1,0.35442,"3","1",2,1,1,1,1,"1233"
1,0.3174,"3","1",2,1,1,1,1,"1233"
1,0.34126,"3","1",1,1,1,1,1,"1233"
1,0.30224,"3","1",1,1,1,1,1,"1233"
1,0.30221,"3","1",1,1,1,1,1,"1233"
1,0.29414,"3","1",2,1,1,1,1,"1233"
1,0.43504,"3","1",2,1,1,1,1,"1233"
1,0.71791,"4","3",2,1,1,1,1,"1233"
0,0.76389,"4","3",1,1,1,1,1,"1233"
0,0.75178,"4","3",1,1,1,1,1,"1233"
1,0.87771,"1","3",2,1,1,1,1,"1233"
1,0.5897,"3","3",2,1,1,1,1,"1233"
1,0.74564,"3","3",2,1,1,1,1,"1233"
1,0.88156,"1","3",1,1,1,1,1,"1233"
1,0.52242,"3","3",1,1,1,1,1,"1233"
1,0.43137,"1","1",1,1,1,1,1,"1233"
1,0.44831,"1","1",1,1,1,1,1,"1233"
1,0.38253,"1","1",1,1,1,1,1,"1233"
1,0.34118,"1","1",2,1,1,1,1,"1233"
1,0.32241,"1","1",1,1,1,1,1,"1233"
1,0.32346,"1","1",2,1,1,1,1,"1233"
1,0.29423,"1","1",2,1,1,1,1,"1233"
1,0.41126,"1","1",2,1,1,1,1,"1233"
1,0.95311,"1","3",1,1,1,1,1,"1233"
1,0.84305,"1","3",1,1,1,1,1,"1233"
1,0.577,"2","3",2,1,1,1,1,"1233"
1,0.80189,"4","3",2,1,1,1,1,"1233"
1,0.93687,"4","3",2,1,1,1,1,"1233"
1,0.93581,"1","3",2,1,1,1,1,"1233"
1,0.46074,"1","3",2,1,1,1,1,"1233"
1,0.51862,"1","3",1,1,1,1,1,"1233"
1,0.80654,"4","4",2,1,1,1,1,"1233"
1,0.87855,"4","4",2,1,1,1,1,"1233"
1,0.73141,"2","4",1,1,1,1,1,"1233"
1,0.99135,"1","4",2,1,1,1,1,"1233"
1,0.4503,"3","4",2,1,1,1,1,"1233"
1,0.66814,"3","4",2,1,1,1,1,"1233"
1,0.80811,"3","4",2,1,1,1,1,"1233"
0,0.783,"1","4",2,1,1,1,1,"1233"
1,0.43394,"1","2",1,1,1,1,1,"1233"
1,0.64392,"1","2",2,1,1,1,1,"1233"
1,0.42877,"4","2",2,1,1,1,1,"1233"
1,0.5617,"4","2",2,1,1,1,1,"1233"
0,0.7777,"1","2",2,1,1,1,1,"1233"
1,0.59365,"4","2",1,1,1,1,1,"1233"
0,0.78758,"4","2",1,1,1,1,1,"1233"
1,0.71252,"1","2",1,1,1,1,1,"1233"
1,0.75339,"1","4",2,1,1,1,1,"1233"
1,0.61934,"3","4",2,1,1,1,1,"1233"
1,0.95126,"4","4",2,1,1,1,1,"1233"
1,0.52122,"4","4",1,1,1,1,1,"1233"
1,0.59815,"2","4",2,1,1,1,1,"1233"
1,0.52007,"2","4",1,1,1,1,1,"1233"
1,0.50201,"2","4",2,1,1,1,1,"1233"
1,0.51995,"1","4",1,1,1,1,1,"1233"
1,0.43083,"1","1",2,1,1,1,1,"1233"
1,0.32977,"1","1",1,1,1,1,1,"1233"
0,0.34059,"1","1",1,1,1,1,1,"1233"
1,0.32464,"1","1",2,1,1,1,1,"1233"
1,0.34557,"1","1",1,1,1,1,1,"1233"
1,0.38542,"1","1",2,1,1,1,1,"1233"
1,0.2884,"1","1",2,1,1,1,1,"1233"
1,0.39438,"1","1",1,1,1,1,1,"1233"
1,0.67425,"3","3",1,1,1,1,1,"1233"
1,0.74718,"3","3",2,1,1,1,1,"1233"
0,0.75341,"3","3",2,1,1,1,1,"1233"
1,0.74401,"4","3",2,1,1,1,1,"1233"
1,0.57299,"2","3",1,1,1,1,1,"1233"
1,0.46393,"2","3",2,1,1,1,1,"1233"
0,0.70986,"4","3",1,1,1,1,1,"1233"
1,0.5438,"3","3",2,1,1,1,1,"1233"
0,0.73068,"4","2",1,1,1,1,1,"1233"
1,0.4446,"3","2",2,1,1,1,1,"1233"
1,0.58455,"3","2",2,1,1,1,1,"1233"
1,0.4854,"4","2",1,1,1,1,1,"1233"
1,0.63438,"3","2",1,1,1,1,1,"1233"
0,0.53852,"4","2",2,1,1,1,1,"1233"
1,0.84818,"4","2",2,1,1,1,1,"1233"
1,0.68323,"3","2",1,1,1,1,1,"1233"
1,0.66041,"3","3",2,1,1,1,1,"1233"
1,0.47039,"3","3",1,1,1,1,1,"1233"
1,0.41532,"3","3",2,1,1,1,1,"1233"
1,0.4842,"3","3",1,1,1,1,1,"1233"
1,0.5882,"2","3",1,1,1,1,1,"1233"
1,0.67309,"4","3",2,1,1,1,1,"1233"
1,0.56602,"2","3",2,1,1,1,1,"1233"
1,0.623,"4","3",1,1,1,1,1,"1233"
1,0.3318,"2","1",2,1,1,1,1,"1233"
1,0.28575,"2","1",2,1,1,1,1,"1233"
1,0.34472,"2","1",1,1,1,1,1,"1233"
1,0.31155,"2","1",2,1,1,1,1,"1233"
1,0.33362,"2","1",2,1,1,1,1,"1233"
1,0.23355,"2","1",1,1,1,1,1,"1233"
1,0.46949,"2","1",2,1,1,1,1,"1233"
1,0.29139,"2","1",2,1,1,1,1,"1233"
1,0.75629,"3","4",2,1,1,1,1,"1233"
1,0.56423,"3","4",2,1,1,1,1,"1233"
1,0.49317,"3","4",1,1,1,1,1,"1233"
1,0.4091,"4","4",1,1,1,1,1,"1233"
0,0.81503,"4","4",1,1,1,1,1,"1233"
1,0.53297,"2","4",2,1,1,1,1,"1233"
1,0.88591,"1","4",1,1,1,1,1,"1233"
1,0.54485,"1","4",2,1,1,1,1,"1233"
1,0.61572,"2","2",2,1,1,1,1,"1233"
1,0.36667,"4","2",1,1,1,1,1,"1233"
0,0.68555,"4","2",1,1,1,1,1,"1233"
1,0.53053,"4","2",2,1,1,1,1,"1233"
1,0.48845,"2","2",1,1,1,1,1,"1233"
1,0.54563,"4","2",2,1,1,1,1,"1233"
1,0.49734,"2","2",2,1,1,1,1,"1233"
1,0.5231,"2","2",1,1,1,1,1,"1233"
0,0.71315,"4","4",1,1,1,1,1,"1233"
1,0.82409,"1","4",1,1,1,1,1,"1233"
1,0.66502,"3","4",1,1,1,1,1,"1233"
1,0.58797,"1","4",1,1,1,1,1,"1233"
1,0.46791,"4","4",1,1,1,1,1,"1233"
1,0.62183,"2","4",2,1,1,1,1,"1233"
1,0.60277,"2","4",1,1,1,1,1,"1233"
1,0.60669,"2","4",2,1,1,1,1,"1233"
1,0.58959,"1","3",2,1,1,1,1,"1233"
1,0.69251,"4","3",1,1,1,1,1,"1233"
1,0.40638,"2","3",2,1,1,1,1,"1233"
1,0.38739,"2","3",2,1,1,1,1,"1233"
0,0.46432,"1","3",2,1,1,1,1,"1233"
1,0.8252,"1","3",1,1,1,1,1,"1233"
1,0.53846,"2","3",1,1,1,1,1,"1233"
1,0.69442,"4","3",2,1,1,1,1,"1233"
1,0.53597,"2","2",1,1,1,1,1,"1233"
1,0.4833,"1","2",2,1,1,1,1,"1233"
1,0.61618,"1","2",1,1,1,1,1,"1233"
1,0.46582,"2","2",1,1,1,1,1,"1233"
1,0.36577,"2","2",2,1,1,1,1,"1233"
1,0.48634,"2","2",2,1,1,1,1,"1233"
1,0.42828,"1","2",2,1,1,1,1,"1233"
1,0.4949,"1","2",2,1,1,1,1,"1233"
1,0.27273,"2","1",1,1,1,1,1,"1233"
1,0.26172,"2","1",2,1,1,1,1,"1233"
1,0.37165,"2","1",1,1,1,1,1,"1233"
1,0.32892,"2","1",1,1,1,1,1,"1233"
1,0.30772,"2","1",1,1,1,1,1,"1233"
1,0.23277,"2","1",1,1,1,1,1,"1233"
1,0.38472,"2","1",1,1,1,1,1,"1233"
1,0.26074,"2","1",2,1,1,1,1,"1233"
1,0.79994,"2","2",1,1,1,1,1,"1234"
1,0.98284,"2","2",2,1,1,1,1,"1234"
1,1.3229,"1","2",1,1,1,1,1,"1234"
0,1.1608,"1","2",2,1,1,1,1,"1234"
0,1.0246,"2","2",1,1,1,1,1,"1234"
1,0.73265,"2","2",2,1,1,1,1,"1234"
1,0.96058,"1","2",2,1,1,1,1,"1234"
0,1.3454,"1","2",1,1,1,1,1,"1234"
0,0.85639,"4","4",1,1,1,1,1,"1234"
0,1.0383,"4","4",1,1,1,1,1,"1234"
0,0.93427,"1","4",1,1,1,1,1,"1234"
0,0.54721,"2","4",1,1,1,1,1,"1234"
0,0.61918,"2","4",1,1,1,1,1,"1234"
1,0.81607,"3","4",2,1,1,1,1,"1234"
1,0.87604,"3","4",2,1,1,1,1,"1234"
1,0.69194,"3","4",1,1,1,1,1,"1234"
1,0.45386,"2","3",2,1,1,1,1,"1234"
1,0.58879,"2","3",2,1,1,1,1,"1234"
0,1.0736,"1","3",2,1,1,1,1,"1234"
0,0.49966,"3","3",1,1,1,1,1,"1234"
1,0.88356,"3","3",2,1,1,1,1,"1234"
1,0.48149,"2","3",2,1,1,1,1,"1234"
1,0.50443,"2","3",2,1,1,1,1,"1234"
0,0.61936,"2","3",1,1,1,1,1,"1234"
1,0.62224,"4","1",1,1,1,1,1,"1234"
0,0.46321,"4","1",1,1,1,1,1,"1234"
0,0.41611,"4","1",1,1,1,1,1,"1234"
1,0.49904,"4","1",1,1,1,1,1,"1234"
1,0.32904,"4","1",2,1,1,1,1,"1234"
1,0.29978,"4","1",2,1,1,1,1,"1234"
0,0.39286,"4","1",1,1,1,1,1,"1234"
1,0.44475,"4","1",2,1,1,1,1,"1234"
1,0.67475,"4","3",2,1,1,1,1,"1234"
0,0.6346,"1","3",1,1,1,1,1,"1234"
1,0.75153,"4","3",2,1,1,1,1,"1234"
0,0.61846,"4","3",1,1,1,1,1,"1234"
1,0.5884,"4","3",2,1,1,1,1,"1234"
